tag,dataset,draw,endpoint,information_regime,removal_kind,rank,fit_removed_energy_fraction,variance_match_abs_error,cohen_kappa,balanced_accuracy,nll,n_units,prediction_sha256,delta_kappa_vs_unchanged,delta_bacc_vs_unchanged,delta_nll_vs_unchanged
H200_s1,seedv,4,fresh_head,global_oracle,same_rank_random,15,0.012809425549152358,0.0,0.0957446808510638,0.2765957446808511,1.931037463205905,235,d3a4520ad8be6030c8dd6fbbf3773b1a0092419a3361af26838f2fc2fa9dbd34,-0.02659574468085113,-0.021276595744680882,-0.01014823398443565
H200_s1,seedv,4,exact_head,global_oracle,same_rank_random,15,0.012809425549152358,0.0,0.0957446808510638,0.276595744680851,1.8966686552750809,235,fa33c45de6b148fd7f193e06ac46c4cb58d5c2143b03d0e7c118dd6a28da8896,-0.02659574468085113,-0.021276595744680937,-0.04451704191525985
H200_s1,seedv,4,fresh_head,global_oracle,variance_matched_random,178,0.8849221028824041,1.1102230246251565e-16,0.1063829787234043,0.2851063829787234,1.6237404572965048,235,1df71b2320519f01a38786f5ca83cc45617b8a588a2717c45af00bc622dde98d,-0.015957446808510634,-0.012765957446808529,-0.3174452398938359
H200_s1,seedv,4,exact_head,global_oracle,variance_matched_random,178,0.8849221028824041,1.1102230246251565e-16,0.021276595744680882,0.21702127659574466,3.1016905586059798,235,a6757aaa253c47453d3da3297eda07f5546f1f5992b60f72983c9784a4372326,-0.10106382978723405,-0.0808510638297873,1.160504861415639
H200_s1,seedv,5,fresh_head,global_oracle,same_rank_random,15,0.017545266018704334,0.0,0.1063829787234043,0.28510638297872337,1.924184056685022,235,131391ec945b537f872ddd23186d10a7974ffbc4cc90dd6392d11989bdfbc4cb,-0.015957446808510634,-0.012765957446808585,-0.017001640505318827
H200_s1,seedv,5,exact_head,global_oracle,same_rank_random,15,0.017545266018704334,0.0,0.12234042553191493,0.29787234042553196,1.9158130931475474,235,a0b503fc829937ad5d9a70cc4eced351c2ff18698120ba97403bf345ec3f05b8,0.0,0.0,-0.02537260404279329
H200_s1,seedv,5,fresh_head,global_oracle,variance_matched_random,184,0.8849221028824045,2.220446049250313e-16,0.0,0.2,1.6820194153624841,235,83ec0135b71a002d53a2ab50ff7591459f8e3c91eb1f4d453763c257690e092d,-0.12234042553191493,-0.09787234042553195,-0.2591662818278566
H200_s1,seedv,5,exact_head,global_oracle,variance_matched_random,184,0.8849221028824045,2.220446049250313e-16,0.037234042553191515,0.22978723404255322,2.3716864576254997,235,fe252bf963b6e96a5b93868ff4739a6af6d7e92ff313687d4cb2293455e51ca0,-0.08510638297872342,-0.06808510638297874,0.43050076043515895
H200_s1,seedv,6,fresh_head,global_oracle,same_rank_random,15,0.030749778124434437,0.0,0.07446808510638303,0.2595744680851064,1.9159620972886917,235,6cf0c47527faa51a27c35c3d59122764b81248973c2ed71173141669f5756109,-0.0478723404255319,-0.03829787234042553,-0.02522359990164902
H200_s1,seedv,6,exact_head,global_oracle,same_rank_random,15,0.030749778124434437,0.0,0.07446808510638303,0.25957446808510637,1.9051323547424364,235,24c858e25c89435f669db29e0d9bb475c604975a17942c5c3306f852bf8014fe,-0.0478723404255319,-0.03829787234042559,-0.03605334244790437
H200_s1,seedv,6,fresh_head,global_oracle,variance_matched_random,180,0.8849221028824047,4.440892098500626e-16,0.058510638297872286,0.24680851063829787,1.6315792062512877,235,d1f0cb93bf232ea6766e1989bd39d76f6f4e5b16087a532ba00855b04c0ac8bb,-0.06382978723404265,-0.05106382978723409,-0.309606490939053
H200_s1,seedv,6,exact_head,global_oracle,variance_matched_random,180,0.8849221028824047,4.440892098500626e-16,0.03191489361702127,0.225531914893617,2.5299065188391263,235,8ebb23856d3d1430d7fa7e598cf7d50144105a039e5324354d26d8162cef29d7,-0.09042553191489366,-0.07234042553191494,0.5887208216487856
H200_s1,seedv,7,fresh_head,global_oracle,same_rank_random,15,0.015170632361179558,0.0,0.07978723404255317,0.2638297872340426,1.9250177088074616,235,fce88f398217de5baa5ae49a4999d1fae5b58e4bb37e2ccad9842bc8c382e991,-0.042553191489361764,-0.034042553191489355,-0.01616798838287914
H200_s1,seedv,7,exact_head,global_oracle,same_rank_random,15,0.015170632361179558,0.0,0.07446808510638303,0.25957446808510637,1.8949742886517988,235,3fce329639a9372d7f989ff48e39cdbcfdfa9920b47551d537c1db6cf0eec29c,-0.0478723404255319,-0.03829787234042559,-0.04621140853854189
H200_s1,seedv,7,fresh_head,global_oracle,variance_matched_random,185,0.8849221028824044,1.1102230246251565e-16,0.02659574468085102,0.22127659574468087,1.6840643295783038,235,5f95252c00c216ea74315480e676d871a9fb0ba4eb36a6e0da5a0e8743d57b64,-0.09574468085106391,-0.07659574468085109,-0.25712136761203697
H200_s1,seedv,7,exact_head,global_oracle,variance_matched_random,185,0.8849221028824044,1.1102230246251565e-16,0.02659574468085102,0.22127659574468087,3.28493139432255,235,60a667f63a7b19163b63706c512478dd283b8027bb60ca4969588f5f5b6d957e,-0.09574468085106391,-0.07659574468085109,1.3437456971322093
H200_s1,seedv,8,fresh_head,global_oracle,same_rank_random,15,0.029305459352880512,0.0,0.10106382978723405,0.28085106382978725,1.9277315854080554,235,c0f827418c30c40aaa9eb840c45e05d52dabf8d9ce479f8675c67a35a658986a,-0.021276595744680882,-0.017021276595744705,-0.013454111782285283
H200_s1,seedv,8,exact_head,global_oracle,same_rank_random,15,0.029305459352880512,0.0,0.1063829787234043,0.2851063829787234,1.8840642987485876,235,99422a29f0030e6403efc79064353a33d2b764d8bd86c38fdf16d84936e5f8d2,-0.015957446808510634,-0.012765957446808529,-0.057121398441753124
